artist_name,track_name,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,music_genre
Diana Krall,Fly Me To The Moon - Live,38.0,0.611,0.622,338693.0,0.375,0.000294,C,0.711,-11.802999999999999,Major,0.033,129.691,0.368,Jazz
Flitz&Suppe,Schizo,39.0,0.557,0.474,106000.0,0.405,0.0026100000000000003,F,0.133,-12.79,Major,0.335,158.91899999999998,0.18,Jazz
Dizzy Gillespie,Tin Tin Deo,39.0,0.722,0.713,162760.0,0.462,0.0173,F,0.1009999999999999,-13.107999999999999,Minor,0.0312,,0.9670000000000001,Jazz
Willie Colón,Yo Puedo Vivir Del Amor,39.0,0.36700000000000005,0.5660000000000001,513320.0,0.7040000000000001,0.0,F,0.175,-5.606,Major,0.0406,104.98299999999999,0.833,Jazz
Eric Essix,Southbound,30.0,0.31,0.68,,0.623,0.759,E,0.127,-7.216,Minor,0.0328,91.809,0.312,Jazz
Steeve Laffont,Je suis en amour,39.0,0.934,0.726,178827.0,0.498,0.875,F#,0.106,-7.92,Minor,0.0848,122.824,0.807,Jazz
Wynton Marsalis,When It's Sleepytime Down South,52.0,0.865,0.532,309000.0,0.132,0.159,G#,0.166,-15.890999999999998,Major,0.047,,0.332,Jazz
Annella,Ice King,35.0,0.562,0.40700000000000003,312651.0,0.73,0.0,A#,0.0986,-5.4479999999999995,Minor,0.0612,127.697,0.142,Jazz
,I Hope to Die If I Told a Lie,38.0,0.986,0.397,172347.0,0.05,0.4529999999999999,A#,0.10800000000000001,-18.415,Major,0.0411,95.824,0.2269999999999999,Jazz
The Ink Spots,If I Didn't Care,40.0,0.993,0.359,181973.0,0.124,0.0113,F#,0.141,-16.539,Minor,0.0393,88.934,0.1889999999999999,Jazz
Kid Loco,Relaxin' with cherry,49.0,0.21600000000000003,0.746,328266.0,0.855,0.845,C#,0.0882,-7.097,Minor,0.0412,125.954,0.5820000000000001,Jazz
Mop Mop,Supreme,28.0,0.11900000000000001,0.624,234187.0,0.48700000000000004,0.000105,B,0.376,-9.387,Minor,0.0668,81.98200000000001,0.23800000000000002,Jazz
Spyro Gyra,Cafe Amore,36.0,0.0497,0.6970000000000001,302333.0,0.696,0.32,A,0.0473,-9.448,Major,0.0325,103.14,0.867,Jazz
Suff Daddy,Pattern Select,44.0,0.368,0.865,101090.0,0.264,0.716,D,0.11800000000000001,-10.345,Major,0.19,86.03399999999999,0.455,Jazz
Tony Bennett,They All Laughed,44.0,0.7829999999999999,0.648,108560.0,0.5579999999999999,0.0,A,0.212,-6.947,Minor,0.0681,,0.929,Jazz
Bonobo,7th Sevens,50.0,0.0281,0.6559999999999999,307328.0,0.653,0.858,F#,0.1119999999999999,-11.883,Minor,0.0396,117.999,0.1989999999999999,Jazz
Smooth Jazz New York,Background Music for Intoxicating and Captivating Books,37.0,0.8029999999999999,0.682,147692.0,0.4479999999999999,0.927,G#,0.10800000000000001,-15.450999999999999,Minor,0.0349,130.05,0.784,Jazz
Hank Mobley,Dig Dis - Remastered 1999/Rudy Van Gelder Edition,39.0,0.82,0.599,369387.0,0.444,0.00047400000000000003,F,0.122,-8.648,Minor,0.044000000000000004,142.812,0.508,Jazz
Joscho Stephan,Blues for Stochelo,31.0,0.792,0.6579999999999999,233560.0,0.623,0.809,A,0.151,-7.8610000000000015,Minor,0.0498,107.012,0.6559999999999999,Jazz
Louis Armstrong,I Only Have Eyes For You,40.0,0.449,0.455,256027.0,0.165,0.0,A#,0.114,-16.631,Major,0.0443,114.646,0.44,Jazz
,Arigato,32.0,0.732,0.442,176573.0,0.391,0.0814,A,0.168,-22.319000000000006,Minor,0.0316,155.882,0.7290000000000001,Jazz
Anomaly,KMS (Feat. Atlas),39.0,0.0316,0.447,,0.748,0.0,E,0.314,-7.261,Minor,0.247,87.95,0.568,Jazz
Waldeck,Our Day Will Come,45.0,0.315,0.9179999999999999,286259.0,0.644,0.23600000000000002,C,0.142,-7.6560000000000015,Major,0.252,137.588,0.7140000000000001,Jazz
Freddie Hubbard,Little Sunflower,43.0,0.787,0.541,475200.0,0.18600000000000003,0.914,A,0.0905,-21.91,Minor,0.0324,136.965,0.762,Jazz
Johnny Mathis,The Last Time I Felt Like This,45.0,0.773,0.38,,0.511,6.69e-06,C#,0.212,-9.654,Major,0.039,123.8,0.565,Jazz
Gypsy Jazz Caravan,Beyond the Sea (La Mer),43.0,0.61,0.568,,0.225,0.0577,C,0.0596,-16.413,Major,0.0498,,0.5920000000000001,Jazz
Eddie Kendricks,Keep On Truckin',51.0,0.122,0.45,479413.0,0.81,0.00963,C#,0.0412,-9.762,Major,0.0472,101.568,0.86,Jazz
Us3,Cantaloop (Flip Fantasia),42.0,0.107,0.852,,0.655,2.07e-05,F,0.1369999999999999,-11.498,Minor,0.0645,,0.9520000000000001,Jazz
Brian Simpson,Just What You Need (feat. Elan Trotman),30.0,0.275,0.667,284148.0,0.73,0.737,A,0.359,-7.921,Minor,0.0267,99.001,0.743,Jazz
Sweeps,stay the same,54.0,0.8270000000000001,0.585,80656.0,0.2289999999999999,0.897,F#,0.12,-9.554,Minor,0.0306,106.833,0.2769999999999999,Jazz
Renee Olstead,A Love That Will Last,58.0,0.841,0.6659999999999999,212160.0,0.303,0.000711,B,0.0971,-11.027999999999999,Minor,0.0356,81.92299999999999,0.342,Jazz
Maynard Ferguson,Give It One,32.0,0.0525,0.504,211394.0,0.679,0.853,D,0.14,-11.770999999999999,Major,0.135,107.244,0.527,Jazz
Big Bad Voodoo Daddy,The Jumpin' Jive,35.0,0.465,0.627,242000.0,0.386,0.0,F#,0.0983,-7.3420000000000005,Major,0.126,175.08700000000002,0.49700000000000005,Jazz
Leprous,From the Flame,51.0,0.0343,0.5379999999999999,231347.0,0.743,0.00187,E,0.10300000000000001,-5.928,Minor,0.0515,127.809,0.316,Jazz
Animals As Leaders,Cognitive Contortions,41.0,7.96e-05,0.273,269213.0,0.895,0.831,G,0.10800000000000001,-6.2860000000000005,Major,0.0882,187.954,0.226,Jazz
Fat Freddy's Drop,Blackbird,49.0,0.0377,0.72,567459.0,0.7909999999999999,0.73,G,0.504,-6.902,Minor,0.0361,95.01,0.535,Jazz
FloFilz,Orakel,35.0,0.7140000000000001,0.537,130991.0,0.406,0.898,A,0.113,-9.447000000000001,Minor,0.254,88.685,0.501,Jazz
Luiz Bonfá,Sambalamento,39.0,0.8109999999999999,0.6459999999999999,139600.0,0.252,0.00123,D,0.10300000000000001,-17.362000000000002,Minor,0.0394,99.639,0.6559999999999999,Jazz
George Duke,Born to Love You,44.0,0.431,0.485,190547.0,0.63,0.0,A,0.235,-8.841000000000003,Major,0.0325,137.335,0.39,Jazz
Bill Evans,Waltz for Debby,49.0,0.9390000000000001,0.3879999999999999,,0.276,0.915,F,0.0784,-17.168,Major,0.0374,92.415,0.191,Jazz
Villain Park,We Out Here,36.0,0.18600000000000003,0.818,219694.0,0.873,0.0,C#,0.581,-1.002,Minor,0.321,92.302,0.598,Jazz
Jimmy Rosenberg,Swing for Ninine,42.0,0.941,0.8079999999999999,138960.0,0.41200000000000003,0.912,D,0.107,-11.968,Minor,0.0404,107.505,0.83,Jazz
Dean Martin,Blue Moon,48.0,0.975,0.40700000000000003,185187.0,0.0293,1.6800000000000002e-05,D,0.0997,-18.177,Minor,0.0378,135.039,0.20600000000000002,Jazz
,Rag Mop - Single Version,36.0,0.315,0.7190000000000001,171000.0,0.337,0.0,C,0.114,-11.525,Major,0.043,94.59899999999999,0.88,Jazz
The Pharcyde,I'm That Type Of Nigga,50.0,0.0011099999999999,0.847,316827.0,0.773,0.0,G,0.254,-7.365,Major,0.2319999999999999,,0.473,Jazz
,"It's Impossible - Digitally Mastered - May - June, 1988",40.0,0.345,0.276,193800.0,0.254,0.1639999999999999,F,0.45,-17.086,Minor,0.0329,140.674,0.361,Jazz
Nat King Cole,"Just You, Just Me - Remastered 1999",36.0,0.81,0.493,182293.0,0.474,0.000342,C,0.0887,-9.817,Major,0.071,203.46400000000003,0.7120000000000001,Jazz
Omaure,Down Under,56.0,0.114,0.647,108125.0,0.198,0.867,G#,0.0979,-12.562999999999999,Major,0.0777,80.01,0.272,Jazz
Joshua Redman,The Nearness of You,55.0,0.992,0.447,1004627.0,0.163,0.7759999999999999,G#,0.654,-14.835,Major,0.0707,74.933,0.1969999999999999,Jazz
Ella Fitzgerald,I've Got A Crush On You,48.0,0.986,0.36200000000000004,196440.0,0.0959,0.0,D,0.122,-14.015,Major,0.0482,,0.267,Jazz
Pink Martini,And Then You're Gone,37.0,0.6779999999999999,0.73,163933.0,0.43,1.99e-06,G,0.179,-8.232000000000001,Minor,0.0434,123.47200000000001,0.5720000000000001,Jazz
Thievery Corporation,Firelight (feat. Lou Lou Ghelichkhani),35.0,0.20600000000000002,0.772,213133.0,0.662,0.56,A,0.0776,-7.0089999999999995,Minor,0.0306,118.40100000000001,0.696,Jazz
Remo Anzovino,Hallelujah,40.0,0.996,0.541,,0.0112,0.956,D#,0.18100000000000002,-24.44,Major,0.177,74.301,0.505,Jazz
Willie Colón,Aguanile,36.0,0.73,0.525,369227.0,0.71,0.0001139999999999,C,0.48100000000000004,-5.6789999999999985,Minor,0.0726,123.762,0.927,Jazz
Miles Davis,Pharaoh's Dance,42.0,0.48700000000000004,0.43700000000000006,1204853.0,0.516,0.426,C,0.17600000000000002,-10.29,Major,0.0402,85.05799999999999,0.324,Jazz
Thelonious Monk,"I Mean You - Live From Salle Pleyel, Paris, France/1969",31.0,0.518,0.47200000000000003,441027.0,0.603,0.00359,G,0.932,-9.97,Minor,0.0423,,0.5710000000000001,Jazz
John Coltrane,I'll Wait And Pray,56.0,0.89,0.475,206360.0,0.0588,0.0238,F,0.129,-17.464000000000002,Minor,0.0418,,0.24100000000000002,Jazz
Héctor Lavoe,Triste Y Vacía,50.0,0.6809999999999999,0.47600000000000003,370640.0,0.691,0.0,A,0.0809,-3.844,Minor,0.0316,94.23299999999999,0.691,Jazz
Tompall & The Glaser Brothers,Lovin' Her Was Easier (Than Anything I'll Ever Do Again),34.0,0.275,0.491,179467.0,0.389,1.24e-06,G,0.256,-15.245,Major,0.0318,86.62200000000001,0.46,Jazz
George Benson,Give Me the Night - Edit,58.0,0.3429999999999999,0.867,219560.0,0.79,0.0131,C#,0.245,-5.4239999999999995,Major,0.0518,110.04799999999999,0.8140000000000001,Jazz
Ramsey Lewis,Cry Baby Cry,39.0,0.267,0.353,230173.0,0.484,0.0113,C,0.525,-13.296,Major,0.0521,80.71600000000001,0.163,Jazz
Pisk,It Ain't Right,44.0,0.172,0.8809999999999999,,0.951,0.00885,B,0.09300000000000001,-5.669,Minor,0.18,126.954,0.732,Jazz
Hiatus Kaiyote,Jekyll,49.0,0.502,0.517,333213.0,0.341,0.0258,D,0.106,-13.422,Minor,0.0597,110.311,0.373,Jazz
John Coltrane,Countdown,39.0,0.6679999999999999,0.423,145440.0,0.494,0.0753,E,0.10300000000000001,-14.248,Minor,0.0629,172.715,0.526,Jazz
Sonny Clark,Sonny's Crip,47.0,0.614,0.523,380447.0,0.364,0.731,F,0.0816,-13.538,Minor,0.0645,116.292,0.795,Jazz
Mndsgn,Cosmic Perspective,44.0,0.0293,0.687,259464.0,0.731,0.00836,G#,0.163,-7.774,Major,0.10800000000000001,110.95700000000001,0.601,Jazz
Marc Ribot,Bella Ciao (Goodbye Beautiful),44.0,0.92,0.48700000000000004,217572.0,0.21100000000000002,8.01e-05,D,0.1119999999999999,-12.475,Minor,0.0336,101.794,0.28800000000000003,Jazz
Jo Stafford,No Other Love,55.0,0.9570000000000001,0.385,181373.0,0.102,3.73e-05,G#,0.1119999999999999,-13.165,Major,0.0325,98.36399999999999,0.204,Jazz
Ray Charles,America The Beautiful,45.0,0.8909999999999999,0.503,,0.307,0.0269,D#,0.0378,-10.117,Major,0.0543,78.709,0.3879999999999999,Jazz
Soulive,Kings March,32.0,7.979999999999999e-05,0.674,233947.0,0.892,0.858,C#,0.0838,-9.798,Major,0.0314,95.429,0.78,Jazz
Fats Waller,When Somebody Thinks You're Wonderful - Remastered,38.0,0.973,0.6970000000000001,217867.0,0.249,0.0277,A#,0.106,-12.417,Major,0.0518,111.3,0.69,Jazz
Average White Band,If I Ever Lose This Heaven,34.0,0.363,0.655,300745.0,0.679,0.00288,C#,0.0381,-7.6629999999999985,Major,0.0457,88.65299999999999,0.937,Jazz
Andy Williams,"Where Do I Begin - Love Theme from ""Love Story""",53.0,0.512,0.259,,0.473,1.5e-06,F#,0.4,-10.187000000000001,Major,0.0324,84.897,0.2319999999999999,Jazz
Plini,Paper Moon,40.0,0.00257,0.28800000000000003,,0.802,0.78,G#,0.3429999999999999,-8.4,Major,0.0493,120.21,0.13,Jazz
Gábor Szabó,Ferris Wheel,36.0,0.706,0.444,326040.0,0.305,0.897,G,0.1119999999999999,-14.263,Major,0.0356,119.574,0.406,Jazz
Animals As Leaders,Nephele,39.0,0.0030399999999999,0.248,271000.0,0.9390000000000001,0.74,A,0.0645,-5.468,Major,0.204,,0.261,Jazz
Gabriel Garzón-Montano,Golden Wings (Instrumental),41.0,0.317,0.795,269095.0,0.49700000000000005,0.8690000000000001,A,0.0646,-10.718,Minor,0.08900000000000001,90.84299999999999,0.318,Jazz
oofoe,blueberry beaches,3.0,0.513,0.723,61928.0,0.135,0.9109999999999999,B,0.113,-22.87,Minor,0.159,79.931,0.54,Jazz
Brian Simpson,Saturday Cool,31.0,0.273,0.754,277840.0,0.615,0.462,A,0.0916,-7.399,Minor,0.0307,100.01100000000001,0.7390000000000001,Jazz
Rachelle Ferrell,Nothing Has Ever Felt Like This,36.0,0.336,0.418,385733.0,0.23600000000000002,6.19e-06,E,0.0681,-17.719,Minor,0.0346,110.57,0.165,Jazz
The Dramatics,Whatcha See Is Whatcha Get,58.0,0.239,0.64,214973.0,0.742,0.0,F#,0.304,-8.336,Major,0.124,152.934,0.861,Jazz
Boney James,It's On,29.0,0.133,0.6809999999999999,208227.0,0.72,0.858,C#,0.35200000000000004,-7.51,Major,0.0399,100.965,0.706,Jazz
Nancy Wilson,Happy Talk,40.0,0.7959999999999999,0.602,145933.0,0.324,0.0,A#,0.0597,-11.427,Major,0.0541,105.839,0.539,Jazz
Four Tet,SW9 9SL,52.0,0.5920000000000001,0.71,475639.0,0.8320000000000001,0.924,E,0.098,-9.759,Minor,0.0371,128.99,0.282,Jazz
Chuck Loeb,While We Speak,37.0,0.57,0.7240000000000001,,0.524,0.621,G,0.0772,-9.169,Minor,0.0292,95.04,0.6829999999999999,Jazz
Fazıl Say,"Say: Troy Sonata, Op. 78: III. Heroes of Troy",38.0,0.991,0.35600000000000004,164800.0,0.35100000000000003,0.871,C#,0.0955,-17.689,Minor,0.0275,110.197,0.33,Jazz
Benny Golson,Killer Joe,41.0,0.7929999999999999,0.532,413427.0,0.369,0.00609,F,0.0819,-10.255,Major,0.0407,120.19200000000001,0.23600000000000002,Jazz
Sharon Jones & The Dap-Kings,This Land Is Your Land,53.0,0.406,0.617,271440.0,0.757,1.41e-06,F#,0.0301,-3.602,Major,0.0325,98.054,0.9059999999999999,Jazz
GoldFish,Deep Of The Night,42.0,0.0337,0.825,201412.0,0.635,0.0237,C,0.129,-6.629,Major,0.039,120.995,0.503,Jazz
Aim,Let the Funk Ride,49.0,0.0236,0.883,311480.0,0.812,0.7190000000000001,A,0.29100000000000004,-6.367000000000001,Minor,0.0945,103.477,0.667,Jazz
,Let The Good Times Roll,45.0,0.345,0.583,175733.0,0.7070000000000001,0.0,D,0.385,-6.289,Minor,0.14800000000000002,106.604,0.75,Jazz
B0nds,green eyed lady,35.0,0.262,0.7120000000000001,,0.428,0.9520000000000001,A,0.12,-10.674000000000001,Minor,0.142,101.40299999999999,0.509,Jazz
MF Eistee,chimney,49.0,0.586,0.872,120000.0,0.142,0.0752,A,0.111,-10.472999999999999,Minor,0.537,88.171,0.528,Jazz
Herbie Hancock,A Case Of You - Short Version,33.0,0.915,0.36,456480.0,0.1009999999999999,0.495,D,0.1009999999999999,-19.437,Major,0.0352,,0.166,Jazz
Lee Ritenour,"Get Up, Stand Up",39.0,0.75,0.7020000000000001,297240.0,0.5,0.857,C,0.0884,-10.450999999999999,Minor,0.0331,91.225,0.588,Jazz
Louis Armstrong,West End Blues,33.0,0.985,0.616,195440.0,0.2739999999999999,0.508,D#,0.1159999999999999,-12.058,Major,0.048,84.729,0.51,Jazz
Blue Lab Beats,Dome,45.0,0.3939999999999999,0.616,338627.0,0.598,0.0,B,0.102,-5.865,Minor,0.455,136.482,0.723,Jazz
Marc Antoine,Madrid,29.0,0.5379999999999999,0.687,,0.5429999999999999,0.922,A,0.0803,-11.011,Minor,0.0488,89.78399999999999,0.9420000000000001,Jazz
DRWN.,Mirage,41.0,0.9059999999999999,0.452,96000.0,0.2689999999999999,0.813,D#,0.1689999999999999,-17.182000000000002,Major,0.0386,79.922,0.125,Jazz
Remulak,Wonder,48.0,0.0138,0.61,160947.0,0.58,0.0094,F#,0.0652,-12.114,Major,0.033,83.50399999999999,0.48100000000000004,Jazz
Deodato,Also Sprach Zarathustra,43.0,0.7709999999999999,0.556,541173.0,0.669,0.851,F,0.0924,-11.8,Major,0.0379,100.836,0.594,Jazz
Animals As Leaders,The Future That Awaited Me,38.0,0.00527,0.47100000000000003,273366.0,0.914,0.7979999999999999,F,0.0507,-5.954,Major,0.0383,153.019,0.203,Jazz
Flitz&Suppe,Mutiny,57.0,0.725,0.726,150000.0,0.348,0.866,A#,0.0812,-13.878,Minor,0.0391,127.994,0.6559999999999999,Jazz
Herbie Hancock,Vein Melter,37.0,0.264,0.537,549373.0,0.195,0.18,G,0.0974,-17.58,Major,0.0421,58.245,0.389,Jazz
Zaz,Paris sera toujours Paris,37.0,0.698,0.6779999999999999,,0.6629999999999999,0.0,G,0.34600000000000003,-5.579,Major,0.13,149.77100000000002,0.887,Jazz
Norah Jones,The Nearness Of You,56.0,0.9790000000000001,0.442,187667.0,0.0285,0.000528,C,0.0882,-17.434,Major,0.0412,106.162,0.1969999999999999,Jazz
Russ Freeman,Anywhere Near You,30.0,0.349,0.66,285667.0,0.5660000000000001,0.2739999999999999,G#,0.157,-7.7,Major,0.0326,82.991,0.313,Jazz
,Honey,39.0,0.86,0.698,239040.0,0.361,0.804,C#,0.1169999999999999,-11.985,Minor,0.0344,97.012,0.637,Jazz
Pete Rock,Nothing More - Instrumental,45.0,0.256,0.754,240540.0,0.461,0.898,F#,0.0993,-17.005,Major,0.162,89.79799999999999,0.743,Jazz
Oscar D'León,Sigue Tu Camino,43.0,0.645,0.735,229100.0,0.573,0.000433,D,0.161,-8.346,Major,0.0405,105.686,0.895,Jazz
John Coltrane,Central Park West,40.0,0.955,0.311,251293.0,0.0312,0.855,B,0.0965,-21.88,Major,0.036000000000000004,73.467,0.15,Jazz
El Gran Combo De Puerto Rico,Se Nos Perdió el Amor - En Vivo,19.0,0.713,0.61,,0.655,0.0,C,0.1969999999999999,-8.109,Minor,0.0436,96.73299999999999,0.89,Jazz
Luiz Bonfá,Marajo,1.0,0.892,0.682,,0.14300000000000002,0.9209999999999999,F,0.08800000000000001,-17.737000000000005,Major,0.0524,138.754,0.33,Jazz
Bill Frisell,You've Got To Hide Your Love Away,47.0,0.414,0.248,310867.0,0.418,0.302,G,0.111,-8.23,Major,0.0272,80.061,0.157,Jazz
,Acércate Más,44.0,0.648,0.711,166720.0,0.435,1.3699999999999998e-05,D#,0.0987,-8.59,Major,0.0252,99.99,0.708,Jazz
Mndsgn,Guess It’s All Over,38.0,0.14,0.64,347402.0,0.48100000000000004,4.31e-05,E,0.071,-8.646,Minor,0.0558,121.963,0.75,Jazz
Etta James,Something's Got A Hold On Me,63.0,0.7140000000000001,0.49700000000000005,167427.0,0.43200000000000005,0.0,C#,0.609,-10.850999999999999,Major,0.0928,73.251,0.654,Jazz
Shirley Bassey,Goldfinger - Main Title,46.0,0.373,0.408,168093.0,0.354,0.0,E,0.263,-12.447000000000001,Major,0.0377,104.87700000000001,0.415,Jazz
Eddie Daniels,First Gymnopedie,39.0,0.9620000000000001,0.35200000000000004,282387.0,0.21600000000000003,0.9329999999999999,G,0.113,-16.215999999999998,Major,0.0489,77.944,0.113,Jazz
Ella Fitzgerald,Sleigh Ride,58.0,0.777,0.485,175987.0,0.297,0.0,C#,0.124,-12.332,Major,0.0794,154.639,0.622,Jazz
A Tribe Called Quest,Infamous Date Rape,45.0,0.245,0.759,173573.0,0.344,0.0104,D,0.125,-13.638,Major,0.4429999999999999,188.25099999999998,0.5,Jazz
Blockhead,Slippery Slope,36.0,0.318,0.623,274286.0,0.371,5.479999999999999e-05,F#,0.10400000000000001,-19.729,Major,0.509,70.189,0.324,Jazz
B0nds,cuban fantasy,2.0,0.8,0.654,97215.0,0.562,0.00683,A,0.0922,-6.39,Minor,0.4589999999999999,79.274,0.501,Jazz
L'Indécis,Check It Out,50.0,0.1639999999999999,0.8270000000000001,78202.0,0.26,0.36,F#,0.0794,-10.555,Major,0.0797,89.126,0.894,Jazz
Nujabes,Luv (sic.) pt3 Ta-ku Remix,35.0,0.684,0.736,,0.524,1.1e-05,A,0.175,-9.081,Minor,0.114,95.039,0.514,Jazz
Ash Walker,Bagger,37.0,0.0297,0.629,204399.0,0.639,0.622,E,0.294,-8.584,Minor,0.0422,80.033,0.3379999999999999,Jazz
,Floyd Hoyt Rides Again,32.0,0.919,0.762,256673.0,0.392,0.77,G,0.134,-10.785,Major,0.139,,0.62,Jazz
Bill Evans Trio,"Alice In Wonderland - Take 2 / Live At The Village Vanguard, NYC; 6/25/1961",39.0,0.852,0.434,514533.0,0.297,0.861,C,0.711,-18.316,Major,0.0347,,0.364,Jazz
Pink Martini,Solidão,32.0,0.8740000000000001,0.48700000000000004,149988.0,0.392,0.0001199999999999,D,0.0934,-7.7360000000000015,Minor,0.0316,120.78200000000001,0.353,Jazz
Flunk,Blue Monday,42.0,0.47600000000000003,0.5529999999999999,255347.0,0.7,0.0142,C,0.0756,-7.169,Major,0.0274,92.042,0.47600000000000003,Jazz
The Dave Brubeck Quartet,Give a Little Whistle - Mono Version,33.0,0.915,0.679,454013.0,0.341,0.764,C,0.0999,-14.252,Minor,0.0407,105.47200000000001,0.627,Jazz
Tony Bennett,The Lady is a Tramp,51.0,0.385,0.573,198240.0,0.602,0.0,F,0.0912,-5.643,Major,0.0357,90.69200000000001,0.684,Jazz
Henry Mancini,Days Of Wine And Roses - REMASTERED,35.0,0.852,0.24600000000000002,126549.0,0.171,0.0,G,0.195,-14.435,Minor,0.0298,81.235,0.205,Jazz
Jan Roth,März,36.0,0.7859999999999999,0.557,,0.293,0.929,A,0.105,-13.909,Minor,0.0457,156.944,0.139,Jazz
Ohio Players,Feelin' Alright,38.0,0.21100000000000002,0.6509999999999999,189933.0,0.868,0.00162,C,0.145,-8.83,Major,0.29600000000000004,95.52799999999999,0.662,Jazz
Sidney Bechet,Joshua Fit De Battle of Jericho,39.0,0.715,0.544,201827.0,0.35200000000000004,0.84,C,0.15,-12.795,Minor,0.0569,179.955,0.961,Jazz
Anita Baker,No One In the World,45.0,0.5429999999999999,0.595,246907.0,0.557,0.0,A#,0.17600000000000002,-8.305,Major,0.0253,90.177,0.415,Jazz
Donny Hathaway,Someday We'll All Be Free,43.0,0.451,0.379,250867.0,0.413,1.24e-05,F#,0.18,-11.497,Major,0.0335,,0.249,Jazz
Kev Brown,Look - Instrumental,35.0,0.35,0.82,168293.0,0.0944,0.8959999999999999,G,0.1009999999999999,-15.297,Minor,0.0425,93.07700000000001,0.5820000000000001,Jazz
leaf beach,Ebb & Flow,43.0,0.8340000000000001,0.657,123799.0,0.1369999999999999,0.769,E,0.10400000000000001,-19.201,Minor,0.325,117.926,0.415,Jazz
Bill Evans,I Hear A Rhapsody,57.0,0.995,0.384,280027.0,0.036000000000000004,0.94,C,0.13,-25.958000000000002,Minor,0.0449,172.997,0.1159999999999999,Jazz
Pink Martini,Al Bint Al Shalabiya,37.0,0.855,0.489,194171.0,0.451,0.00255,G,0.251,-9.86,Minor,0.0353,170.87099999999998,0.8740000000000001,Jazz
José James,Nola,35.0,0.7509999999999999,0.51,233627.0,0.581,0.00144,G#,0.134,-10.637,Major,0.139,89.155,0.247,Jazz
Dibia$E,Brazilian Lady,56.0,0.205,0.8079999999999999,170464.0,0.235,0.000745,A#,0.327,-12.663,Minor,0.35600000000000004,90.494,0.608,Jazz
Andrew Cyrille,Worried Woman,37.0,0.647,0.34,455760.0,0.187,0.58,F,0.0948,-18.404,Minor,0.0333,140.563,0.225,Jazz
DJ Mitsu The Beats,Always Something...,37.0,7e-05,0.8440000000000001,229873.0,0.415,0.63,E,0.41700000000000004,-7.468,Major,0.0664,90.009,0.978,Jazz
Frank Zappa,Camarillo Brillo,50.0,0.147,0.716,,0.687,0.0,C#,0.152,-10.46,Minor,0.0389,120.59200000000001,0.6409999999999999,Jazz
Ella Fitzgerald,Can't We Be Friends?,46.0,0.518,0.6779999999999999,227493.0,0.284,0.0,C,0.0936,-13.055,Minor,0.0666,111.27,0.536,Jazz
The Cat Empire,Two Shoes,55.0,0.249,0.672,,0.603,0.00277,D,0.127,-7.777,Minor,0.0333,113.194,0.655,Jazz
Kelpe,Cut It Upwards,37.0,0.187,0.634,394160.0,0.573,0.821,A#,0.133,-9.818999999999999,Major,0.0298,113.999,0.126,Jazz
Boney James,If I Can’t Hold You,36.0,0.3929999999999999,0.5760000000000001,214787.0,0.4639999999999999,0.0,C,0.106,-9.396,Minor,0.0472,84.001,0.171,Jazz
GoldFish,We come together (Fishy beat radio edit) (feat. Sakhile Moleshe),41.0,0.0324,0.8190000000000001,218880.0,0.8390000000000001,0.0,F,0.11,-6.721,Minor,0.11800000000000001,124.931,0.9109999999999999,Jazz
Zero 7,"Don't Call It Love - 12"" Version",50.0,0.0559999999999999,0.821,385987.0,0.53,0.0767,A#,0.15,-8.752,Minor,0.0348,118.022,0.941,Jazz
Jack Wilkins,Red Clay,43.0,0.373,0.5870000000000001,298798.0,0.528,0.693,A#,0.109,-10.793,Minor,0.0393,133.983,0.502,Jazz
Elaquent,Bucket List,49.0,0.136,0.479,137195.0,0.42200000000000004,0.83,D,0.129,-10.357000000000001,Minor,0.212,136.753,0.743,Jazz
Jessy J,Tequila Moon,33.0,0.669,0.614,,0.4379999999999999,0.5770000000000001,D,0.11800000000000001,-11.088,Minor,0.0404,95.081,0.632,Jazz
,El Cuarto De Tula,61.0,0.637,0.523,445458.0,0.6970000000000001,0.00010700000000000001,A,0.263,-12.51,Major,0.0454,104.29899999999999,0.8740000000000001,Jazz
Nujabes,"Luv (sic) 12"" Remix",37.0,0.266,0.606,297800.0,0.9329999999999999,0.0,F#,0.125,-6.5939999999999985,Major,0.157,92.00200000000001,0.36200000000000004,Jazz
